COMPANY,RPNA_DATE_UTC,TIMESTAMP_UTC,RP_ENTITY_ID,ENTITY_TYPE,NEWS_TYPE,RP_STORY_ID,AEV,RP_STORY_EVENT_INDEX,RP_STORY_EVENT_COUNT,PEQ,BEE,BMQ,BAM,BCA,BER,ANL_CHG,MCQ,RPNA_DATE_UTC,,
US/AMZN,10/1/2018,00:02.9,0157B1,COMP,PRESS-RELEASE,94BA7CB2DD269C909E934E6F39F0B303,46,1,3,50,50,50,50,0,0,50,0,10/1/2018,,
US/AMZN,10/1/2018,00:21.1,0157B1,COMP,PRESS-RELEASE,853DB3E18CC9D0AF1635F2B70ABFBF92,46,3,4,50,50,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,00:24.6,0157B1,COMP,PRESS-RELEASE,743E3E857EC23F5D2FEFA4E234931C0B,46,5,11,50,100,100,50,100,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,07:13.6,0157B1,COMP,PRESS-RELEASE,EA207C2EFA0F69A5D9957A1E8A203AA5,46,6,11,50,100,100,50,100,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,00:01.4,0157B1,COMP,PRESS-RELEASE,66D57BC42A9CAD1773C95264342CAF7A,46,1,1,50,50,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,58:00.3,0157B1,COMP,PRESS-RELEASE,46EE1A4950322DA93B8FF24B226F263F,46,3,5,50,50,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,00:07.1,0157B1,COMP,PRESS-RELEASE,6C06A32501D161A3D04CCE270B1FA4A4,46,2,6,50,50,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,00:01.4,0157B1,COMP,PRESS-RELEASE,5BD16585F7D3B92EB181E863C69C4007,46,1,5,50,50,100,50,50,50,50,100,10/1/2018,,
US/AMZN,10/1/2018,01:05.4,0157B1,COMP,PRESS-RELEASE,78539B575132AF48F4DD6D3DB3E28298,46,1,4,50,100,100,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,15:02.0,0157B1,COMP,PRESS-RELEASE,B4BD10A795124FAA6927A2DBF6871625,46,1,1,100,50,0,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,38:26.6,0157B1,COMP,PRESS-RELEASE,F408CC66BFDBDD0D37E7E5CA10EFCBC5,46,2,5,50,50,0,50,0,0,50,50,10/1/2018,,
US/AMZN,10/1/2018,45:00.4,0157B1,COMP,PRESS-RELEASE,40BBE2F4ED359E6EF53CE01747199AD1,46,3,6,50,100,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,00:02.0,0157B1,COMP,PRESS-RELEASE,45BA86E326CCE023EA872453125E21E1,46,5,11,50,100,100,50,100,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,00:02.9,0157B1,COMP,PRESS-RELEASE,2F42101D208D6C353FE6311A194BCC6E,46,1,26,50,50,100,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,27:00.3,0157B1,COMP,PRESS-RELEASE,A77AF95E9D93AD48211DD60DDAD11B14,46,2,23,50,50,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,34:02.9,0157B1,COMP,PRESS-RELEASE,E38CF00562642A9B44EF105CC85726B1,46,1,2,50,50,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,45:05.5,0157B1,COMP,PRESS-RELEASE,D08DF9CD361476A44DC5BE883A6BEB08,46,5,35,100,50,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,45:26.5,0157B1,COMP,PRESS-RELEASE,4F7BC06F23E2770AA6DE15E8CD20B1C3,46,5,35,100,50,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,00:07.5,0157B1,COMP,PRESS-RELEASE,832B4D5391305E0877CC260A2E49A2C9,46,3,33,50,50,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,00:26.9,0157B1,COMP,PRESS-RELEASE,C5EB30AE16D7CCA9ADA66F3929BB7350,46,3,33,50,50,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,31:27.1,0157B1,COMP,PRESS-RELEASE,99DA31986387D6EFC046369968D61989,46,1,3,50,50,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,48:00.3,0157B1,COMP,PRESS-RELEASE,1A61537B6568AE8E6C3073BD83E4EEBE,46,1,2,50,100,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,48:21.3,0157B1,COMP,PRESS-RELEASE,4D7056741236E22AC75FD99028A84335,46,1,8,100,100,100,50,100,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,07:46.7,0157B1,COMP,PRESS-RELEASE,E0744FD7B102C09BFBD5B886EE71658A,46,2,4,50,50,100,50,100,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,05:02.4,0157B1,COMP,PRESS-RELEASE,B8F34211FEB7CCCA06193A7E89E7E9F8,46,2,9,50,100,50,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,28:31.1,0157B1,COMP,PRESS-RELEASE,2BDBAB2F3D302CFE6BE82BAA5D35F876,46,4,9,50,100,100,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,57:50.0,0157B1,COMP,PRESS-RELEASE,0C0E9E4D2593CB451C8BC2D156C67590,46,1,2,50,50,100,50,50,50,50,50,10/1/2018,,
US/AMZN,10/1/2018,51:33.9,0157B1,COMP,PRESS-RELEASE,19175A589689D292305EA8FE56A61EE3,46,1,1,50,50,100,50,50,50,50,50,10/1/2018,,
US/AMZN,11/1/2018,30:12.3,0157B1,COMP,PRESS-RELEASE,F7155DF417DF9710DB1F48940D672EB2,45,3,11,50,100,100,50,100,100,50,50,11/1/2018,,
US/AMZN,11/1/2018,30:32.5,0157B1,COMP,PRESS-RELEASE,F4DF9D511500DED40755397A8E4799DF,45,3,11,50,100,100,50,100,100,50,50,11/1/2018,,
US/AMZN,11/1/2018,00:14.0,0157B1,COMP,PRESS-RELEASE,FFCAD95C6EE82DD06E13EEFDD05C5349,45,1,2,50,50,100,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,15:04.4,0157B1,COMP,PRESS-RELEASE,5D1DD52ED2ED0DCF2909AAEE4B91FCC7,45,5,15,100,50,50,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,15:24.3,0157B1,COMP,PRESS-RELEASE,D770924DA46BF8CEC9A941BAECA0FB62,45,5,15,100,50,50,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,30:03.7,0157B1,COMP,PRESS-RELEASE,95E10D005BCBE656030D8C6C7B76EC31,45,2,6,50,50,50,50,50,100,50,50,11/1/2018,,
US/AMZN,11/1/2018,53:35.8,0157B1,COMP,PRESS-RELEASE,4218A5804CDB5B9A522D8B5493FDB20F,45,1,1,50,50,50,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,00:01.8,0157B1,COMP,PRESS-RELEASE,1B786D9E925B9420302984449DF9DAE9,45,2,5,100,50,100,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,30:03.8,0157B1,COMP,PRESS-RELEASE,6C9C54685F1DEF3DD70F20B9735B53CA,45,2,3,50,50,100,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,40:04.0,0157B1,COMP,PRESS-RELEASE,F9404D4572AE0DE3ED559CFB7541B370,45,1,1,50,50,50,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,43:00.4,0157B1,COMP,PRESS-RELEASE,7BEE6BEC0E9449B34B4E147A3844DAB4,45,2,3,100,50,50,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,00:00.9,0157B1,COMP,PRESS-RELEASE,7346EE18F215A8D0AB7BFE20B3ED96A6,45,1,4,50,50,100,50,50,50,50,100,11/1/2018,,
US/AMZN,11/1/2018,00:47.4,0157B1,COMP,PRESS-RELEASE,46F2F2964356BC7AF01AE5E927656041,45,1,4,50,100,100,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,15:00.3,0157B1,COMP,PRESS-RELEASE,177083B74D3E033C6F6C5521F048558D,45,3,7,100,50,50,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,15:03.8,0157B1,COMP,PRESS-RELEASE,875A6C71D491AD904A0D5D7E8F907A10,45,2,3,50,50,50,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,31:03.8,0157B1,COMP,PRESS-RELEASE,E3242EF2F5424EE68682F80F8D3BEEE4,45,5,5,50,50,50,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,07:54.5,0157B1,COMP,PRESS-RELEASE,6AF6EF242AA6B94FF7B872EA38667C41,45,3,7,50,50,50,50,50,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,21:45.1,0157B1,COMP,PRESS-RELEASE,6327C0BEC0430AAFBC56B2387FCA061D,45,6,11,50,100,100,50,100,50,50,50,11/1/2018,,
US/AMZN,11/1/2018,00:00.7,0157B1,COMP,PRESS-RELEASE,047D43C893020D61DBB8631607700628,45,4,8,50,50,50,50,50,100,50,50,11/1/2018,,
US/AMZN,11/1/2018,19:16.8,0157B1,COMP,PRESS-RELEASE,930231A13675499FDD84F5C832627CEF,44,1,3,100,50,50,50,50,50,50,50,11/1/2018,,
US/AMZN,12/1/2018,00:04.1,0157B1,COMP,PRESS-RELEASE,FBD474CAF36B31000215454D9504D742,44,2,2,50,50,50,50,50,50,50,50,12/1/2018,,
US/AMZN,12/1/2018,15:00.4,0157B1,COMP,PRESS-RELEASE,EFF63D009B893EB04BD04607D8E47F14,44,2,3,50,50,50,50,50,50,50,50,12/1/2018,,
US/AMZN,12/1/2018,26:53.8,0157B1,COMP,PRESS-RELEASE,34B935CE899C1949CF9FE01DC7D81DAF,44,2,2,50,50,50,50,50,50,50,50,12/1/2018,,
US/AMZN,12/1/2018,15:04.4,0157B1,COMP,PRESS-RELEASE,C5F231D6EF0756BFA014EC916AB68EBD,44,2,4,50,50,100,50,50,50,50,50,12/1/2018,,
US/AMZN,15/01/2018,00:16.9,0157B1,COMP,PRESS-RELEASE,C69A911E67773A2626B12C75BAB9BA98,45,1,9,50,50,50,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,00:25.1,0157B1,COMP,PRESS-RELEASE,BE713792D0B018D2CBA8E563BEE3030F,45,3,14,50,50,100,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,00:56.2,0157B1,COMP,PRESS-RELEASE,C98D85EB457E560AF7B667FA0370EAA5,45,2,9,50,50,100,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,30:14.3,0157B1,COMP,PRESS-RELEASE,B8657A6A36A5E6324C1689EB9A98562F,45,2,4,50,50,50,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,00:02.7,0157B1,COMP,PRESS-RELEASE,0EEC9A2B457852F6724A1EB8F8301E4E,45,1,6,50,50,50,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,18:14.0,0157B1,COMP,PRESS-RELEASE,66B9FE663A205B89C38F117BE6D6113E,45,4,6,50,50,50,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,30:02.0,0157B1,COMP,PRESS-RELEASE,5006E2C82D33F86DF1A5414D7E77C8CD,45,1,1,50,100,50,50,100,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,28:00.3,0157B1,COMP,PRESS-RELEASE,6CD9CC31FB54022CDD56E75D4BE9823F,46,1,6,50,50,50,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,00:00.5,0157B1,COMP,PRESS-RELEASE,D1BE710C6D22C1C1392F2264FE4925EA,46,2,3,50,50,50,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,00:00.2,0157B1,COMP,PRESS-RELEASE,452C86ED3B1E386B5890D2017E5B4AFC,45,3,5,50,50,50,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,00:00.4,0157B1,COMP,PRESS-RELEASE,1A0F422DC1D21E785B29A65C98EDE4E3,45,3,5,50,50,50,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,00:00.5,0157B1,COMP,PRESS-RELEASE,FF668DC063E0D16C153D39E17E14BA6F,45,1,4,100,50,50,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,00:02.1,0157B1,COMP,PRESS-RELEASE,D098F8545638B3A0B1D9BB56FB968360,45,2,9,50,50,100,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,23:00.3,0157B1,COMP,PRESS-RELEASE,1E62EB796F7C1864EC27F9434D3C62B3,45,2,5,100,50,100,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,21:39.5,0157B1,COMP,PRESS-RELEASE,1E37F48259AD93D12C05410286B16ED5,45,1,2,50,50,100,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,40:50.4,0157B1,COMP,PRESS-RELEASE,018C72E3A3FD453D75EFA4F0A6D54BF0,45,2,9,50,100,50,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,00:00.3,0157B1,COMP,PRESS-RELEASE,0C8C836242F61C8FB1D557ED37EFFFCD,45,3,6,50,50,50,50,50,50,50,50,15/01/2018,,
US/AMZN,15/01/2018,30:04.5,0157B1,COMP,PRESS-RELEASE,A22203A03618929EDCFA694FD285FBD6,45,1,2,50,50,50,50,50,50,50,50,15/01/2018,,
US/AAPL,2/1/2018,47:02.4,D8442A,COMP,PRESS-RELEASE,C5BC0B61B9E75A166204D9D086D6382D,5,5,5,50,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,30:02.6,D8442A,COMP,PRESS-RELEASE,E7E05EE1201A77E7A1940A46246B132D,5,4,6,50,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,00:02.4,D8442A,COMP,PRESS-RELEASE,B7DACE440B4CD86F22A1BA3F9A48935C,5,4,4,50,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,24:00.3,D8442A,COMP,PRESS-RELEASE,54E230446FFF4E55CD31C0639EDCB8A2,5,18,18,100,50,100,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,44:24.9,D8442A,COMP,PRESS-RELEASE,D510E6D082659DD787B16798EE9603A8,5,1,5,50,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,00:04.1,D8442A,COMP,PRESS-RELEASE,47645A438DA6EB41092EB96E99F0E41D,5,1,4,50,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,00:08.9,D8442A,COMP,PRESS-RELEASE,3474C75082D75533B7DAE32095D38A3F,5,1,4,50,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,00:12.5,D8442A,COMP,PRESS-RELEASE,862ADEA624EE4C914454C29E9DB122EB,5,5,5,100,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,00:51.1,D8442A,COMP,PRESS-RELEASE,B055DFA82FCE566B3E376AA9BFE72179,5,1,4,50,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,08:00.3,D8442A,COMP,PRESS-RELEASE,558C822FA5344C1BCD0FB52402D87990,5,1,2,50,50,100,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,30:01.7,D8442A,COMP,PRESS-RELEASE,D5377E8B08889E8C724A5B0054F51F10,5,3,3,50,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,41:42.0,D8442A,COMP,PRESS-RELEASE,D61FAE1AE0670D26391BA19693118D2B,5,2,3,50,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,55:41.7,D8442A,COMP,PRESS-RELEASE,ED7FB37A347725B70E5E2256B470B976,5,1,1,100,100,100,50,100,100,50,50,2/1/2018,,
US/AAPL,2/1/2018,00:06.0,D8442A,COMP,PRESS-RELEASE,35D2A4E1D76C5E1CF9D778D56EE4EFEB,5,3,3,0,100,100,50,100,100,50,50,2/1/2018,,
US/AAPL,2/1/2018,31:02.0,D8442A,COMP,PRESS-RELEASE,602EEC0E367EB532F5A4F63E4C93B26B,5,1,5,50,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,00:00.3,D8442A,COMP,PRESS-RELEASE,CFEDA5F00C3C691BB4991A440DFD5437,5,7,8,50,50,50,50,50,0,50,50,2/1/2018,,
US/AAPL,2/1/2018,00:00.4,D8442A,COMP,PRESS-RELEASE,C374604369BEF11131EF430F2E4BE959,5,2,5,50,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,00:03.9,D8442A,COMP,PRESS-RELEASE,CE687942CE76A9D4F31E15411E069C50,5,4,4,50,50,100,50,100,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,01:43.7,D8442A,COMP,PRESS-RELEASE,A63DA93A1E5C6D64C0D496D4379B8722,5,1,4,50,50,100,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,32:34.1,D8442A,COMP,PRESS-RELEASE,41DC949F2FD68288C1D067B8C3389F84,5,2,3,50,100,100,50,50,50,50,50,2/1/2018,,
US/AAPL,2/1/2018,27:00.0,D8442A,COMP,PRESS-RELEASE,67EB8B042A06D9A32C5FA9C84190C45C,5,1,2,50,50,50,50,50,50,50,50,2/1/2018,,
US/AAPL,3/1/2018,00:04.5,D8442A,COMP,PRESS-RELEASE,69F423488327F588B5BF35B383CE6D9D,5,1,3,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:26.9,D8442A,COMP,PRESS-RELEASE,CCD986235D1532776DBDBD8A5B21EA9C,5,1,3,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:09.3,D8442A,COMP,PRESS-RELEASE,068B1B17DB744C6D7D9F6A5DCF05D849,5,4,4,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,30:00.3,D8442A,COMP,PRESS-RELEASE,77044ED82C83D59FF26423ED92C79869,5,1,2,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:05.3,D8442A,COMP,PRESS-RELEASE,20CA59B416FF9AF8E2AC942A61836CBB,5,3,3,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,58:00.3,D8442A,COMP,PRESS-RELEASE,A3F8AB84A6A9346D972094129EC7EA44,5,13,14,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:00.3,D8442A,COMP,PRESS-RELEASE,CAA7B2EA21AC5E8EE1D1013199B07FFB,5,7,8,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:00.4,D8442A,COMP,PRESS-RELEASE,8631204B0D06644222984C1ACBA7F702,5,7,9,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:04.1,D8442A,COMP,PRESS-RELEASE,2E6787A3262163DE4E6505DF89C96AFA,5,7,7,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:04.6,D8442A,COMP,PRESS-RELEASE,BDE34B2644D8E517FE8CB8F99F60664D,5,2,6,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:51.1,D8442A,COMP,PRESS-RELEASE,BECE3D3DB4AE177FBA0BB12AEDE7142C,5,7,8,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:02.8,D8442A,COMP,PRESS-RELEASE,1EA463B7A3C4A051D496D54C6CEA7619,5,1,16,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:06.7,D8442A,COMP,PRESS-RELEASE,8AA18A5DB6F569E98EBEB689D96B95DE,5,3,3,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:06.8,D8442A,COMP,PRESS-RELEASE,072E5D8F298470FAC60CE7A9F6CAD911,5,4,4,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:07.1,D8442A,COMP,PRESS-RELEASE,DABAA0B292C051F06A1C9E20DF34D1E6,5,3,3,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:10.8,D8442A,COMP,PRESS-RELEASE,FC9CA1E9738108DAC228A2917B7EC43A,5,3,3,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,30:26.3,D8442A,COMP,PRESS-RELEASE,8451F5FD8859F3C286FBBCD44D09B3AC,5,2,3,100,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,31:31.9,D8442A,COMP,PRESS-RELEASE,A1177E35517AE3302E3D13D6270B06B9,5,2,3,100,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,40:02.7,D8442A,COMP,PRESS-RELEASE,C36D813D205F0DC88AB456A0518F38AC,5,1,1,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,50:02.0,D8442A,COMP,PRESS-RELEASE,9F06E76DE73A64643346E6295727DC02,5,3,4,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:01.2,D8442A,COMP,PRESS-RELEASE,E375AAC08BAB39CEDE8F8CC5C4D09736,5,1,2,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:07.2,D8442A,COMP,PRESS-RELEASE,0F3E0AFAC5A9918F865E6F680988E350,5,1,1,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:09.1,D8442A,COMP,PRESS-RELEASE,F8EA8A5B60BF415F1AD2157F5903B8B2,5,2,2,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:09.8,D8442A,COMP,PRESS-RELEASE,ED632537D4C53E904F6942283A968F0A,5,2,2,100,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:12.5,D8442A,COMP,PRESS-RELEASE,9FC75F79C4F700EFC3AAE8A2D1547C3E,5,2,2,100,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:19.9,D8442A,COMP,PRESS-RELEASE,8F361961175FB109B37826699564BA9F,5,3,7,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:21.5,D8442A,COMP,PRESS-RELEASE,8283A9ECBE3679B5B3DFD85472020FAB,5,1,16,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,02:05.9,D8442A,COMP,PRESS-RELEASE,FD0405000CB3F90899717FFE6188DF87,5,1,16,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,00:03.4,D8442A,COMP,PRESS-RELEASE,611EDF03FD96B770ACFD0BF096908AAD,5,1,1,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,15:03.4,D8442A,COMP,PRESS-RELEASE,A0127E2E407415BE273C4605C45CB6AE,5,13,14,100,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,15:24.5,D8442A,COMP,PRESS-RELEASE,DF2A3911786C7764E6ED2E71CA327A75,5,13,14,100,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,33:00.4,D8442A,COMP,PRESS-RELEASE,529DAAE229C51471D63687A953816C2E,5,1,2,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,49:43.6,D8442A,COMP,PRESS-RELEASE,9A50F5A825CADA200FE78685448B4B58,5,1,2,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,49:43.8,D8442A,COMP,PRESS-RELEASE,8870B97ED4367F89A123AB8F44E01CDC,5,1,2,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,54:45.6,D8442A,COMP,PRESS-RELEASE,F93C0E6E65C1332452014E5F0EE4AB4A,5,2,4,50,50,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,36:00.3,D8442A,COMP,PRESS-RELEASE,4039F8C40DF864DB8856E230EDBA0B17,5,1,1,50,100,100,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,42:37.9,D8442A,COMP,PRESS-RELEASE,E440A5DD17EC4518EBB9F07A7E6D03FA,5,3,3,100,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,44:07.0,D8442A,COMP,PRESS-RELEASE,64F96CE4C1FEDDD7C52245235C52C37A,5,1,13,50,50,50,50,50,50,50,50,3/1/2018,,
US/AAPL,3/1/2018,07:29.9,D8442A,COMP,PRESS-RELEASE,60C49AECB0728AFBEDE131FD05F8139C,5,3,5,50,50,50,50,50,0,50,50,3/1/2018,,
US/AAPL,4/1/2018,01:44.2,D8442A,COMP,PRESS-RELEASE,B073EBF875E9DF6B97C07DCB626CD892,5,1,16,50,50,100,50,50,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,40:03.1,D8442A,COMP,PRESS-RELEASE,55231690C7CC378F2C71E4C1EE07C399,5,8,8,50,50,50,50,50,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,00:26.2,D8442A,COMP,PRESS-RELEASE,DB4D140680F0A2BA07FA53F8FEDCA69B,5,1,16,50,50,100,50,50,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,45:34.1,D8442A,COMP,PRESS-RELEASE,8F1BC1E9DBF801D0B99D3633587EE1CF,5,2,3,50,50,100,50,50,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,00:00.4,D8442A,COMP,PRESS-RELEASE,5F6F43C65A5CAC3127633C7512540C7E,5,6,12,50,50,50,50,50,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,00:00.7,D8442A,COMP,PRESS-RELEASE,243D7DB40AC6BCD9BB5031C3D0618BD2,5,3,3,50,50,100,50,50,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,00:08.0,D8442A,COMP,PRESS-RELEASE,81281BD8F36A2A2F86523260F2653775,5,3,3,50,50,50,50,100,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,00:13.3,D8442A,COMP,PRESS-RELEASE,28DFEE711E06A4204E4904BAA1976F9F,5,11,11,50,50,50,50,50,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,07:00.1,D8442A,COMP,PRESS-RELEASE,3C3DBEA5BCBDD40EC705AB9B6E289232,5,2,6,50,100,100,50,100,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,15:00.4,D8442A,COMP,PRESS-RELEASE,E4FDC2342E7719272EBD3245A722CF82,5,2,5,50,50,50,50,50,100,50,50,4/1/2018,,
US/AAPL,4/1/2018,30:03.0,D8442A,COMP,PRESS-RELEASE,ED717FCF6149D64430747280BD377760,5,2,3,50,50,100,50,50,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,50:02.4,D8442A,COMP,PRESS-RELEASE,006D2F87961D657A8F7A351097C58DBF,5,2,2,50,50,50,50,50,100,50,50,4/1/2018,,
US/AAPL,4/1/2018,00:00.6,D8442A,COMP,PRESS-RELEASE,A441C627E7771B4EF42ED6A1D304A250,5,1,1,50,50,50,50,50,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,00:00.8,D8442A,COMP,PRESS-RELEASE,554834DABA0D6717483BB68DDD33AB5A,5,3,6,50,50,50,50,50,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,00:19.8,D8442A,COMP,PRESS-RELEASE,C7962EA37CB513723EE221C68CB16D37,5,1,1,50,50,100,50,100,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,30:00.3,D8442A,COMP,PRESS-RELEASE,B23989987D35C45ADFE307CE54A8BB8E,5,4,7,50,100,50,50,100,50,50,50,4/1/2018,,
US/AAPL,4/1/2018,30:02.1,D8442A,COMP,PRESS-RELEASE,4DE786ADD549355ECD21957F8BC19913,5,1,1,50,50,50,50,50,50,50,50,4/1/2018,,
